# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE LEFT RIGHT
11111	1	92	16	119	30
11121	507	92	520	119	90

#WALKING RIGHT
11222	487	92	502	119	90
11223	507	92	520	119	90

#WALKING LEFT
11212	1	92	16	119	30
11213	19	92	34	119	30
#RUNNING RIGHT
11321	467	92	484	119	90
11322	467	92	484	119	90
11323	487	92	502	119	90

#RUNNING LEFT
11311	37	92	52	119	30
11312	37	92	52	119	30
11313	20	92	35	119	30

#JUMP WALK RIGHT
11417	433	92	448	119	90
11413	73	92	88	119	30

#JUMP RUN RIGHT & LEFT
11427	433	92	448	119	90
11423	73	92	88	119	30

#SIT RIGHT & LEFT 
11521	453	102	466	119	90
11511	55	102	68	119	30

#BRACE RIGHT & LEFT 
11621	311	92	326	119	90
11611	195	92	210	119	30

#DIE
13001	306	16	323	33	30

#KICK
#	305	92	326	119	30

############ SMALL ################
 #IDLE LEFT RIGHT
12111	1	16	16	31	30
12121	507	16	518	31	90

#WALK RIGHT
12222	507	16	518	31	90
12223	488	16	501	31	90

#WALK LEFT
12212	1	16	16	31	30
12213	19	16	34	31	30

#RUN RIGHT
12321	19	16	34	31	30
12322	19	16	34	31	30
12323	1	16	16	31	30

#RUN LEFT
12311	20	16	35	31	30
12312	20	16	35	31	30
12313	1	16	16	31	30

#BRACE RIGHT & LEFT
12511	398	16	411	31	90
12521	109	16	124	31	30

#JUMP WALK RIGHT & LEFT 
12417	469	16	484	31	90
12413	37	16	52	31	30

#JUMP RUN RIGHT & LEFT 
12427	469	16	484	31	90
12423	37	16	52	31	30

############ RACCOON ################

#IDLE LEFT RIGHT
14002	1	350	22	377	30
14001	500	350	519	377	90
#WALK RIGHT
14010	500	350	519	377	90
14011	473	350	494	377	90

#WALK LEFT
14012	1	350	24	377	30
14013	27	350	50	377	30

#RUN RIGHT
14020	473	350	494	377	90
14021	446	350	468	377	90	
14022	473	350	494	377	90

#RUN LEFT
14023	27	350	50	377	30
14024	53	350	76	377	30	
14025	27	350	50	377	30

#BRACE RIGHT & LEFT

14030	167	350	182	377	90
14031	339	350	354	377	30

# STAND
14032	357	350	372	377	30
14033	105	350	120	377	90
#JUMP WALK RIGHT & LEFT 
14040	393	349	416	376	90
14041	105	349	128	376	30

#JUMP RUN RIGHT & LEFT 
14040	393	349	416	376	90
14041	105	349	128	376	30

#LOW-FLY
	131	350	154	377	30
	157	350	180	377	30

#HIGH-FLY
	184	350	205	377	30
	210	350	231	377	30
	236	350	257	377	30
	262	350	283	377	30
	288	350	309	377	30
	313	350	336	377	30

#FLY RIGHT
14060	185	350	208	377	90
14061	211	350	234	377	90
14062	237	350	260	377	90

# ATTACK LEFT
14050	123	350	146	377	90
14051	375	350	398	377	30

# ATTACK RIGHT
14052	375	350	398	377	30
14053	123	350	146	377	90

# ani_id	sprite1_id	time1	sprite2_id	time2	...

[ANIMATIONS]
#IDLE
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

#racoon
#IDLE
1700	14001	100
1701	14002	100

#WALKING RIGHT & LEFT 
1702	14010	100	14011	100
1703	14012	100	14013	100

#RUNNING RIGHT & LEFT
1704	14020	50	14021	50	14022	50
1705	14023	50	14024	50	14025	50

#BRACE RIGHT & LEFT 
1706	14030	1000
1707	14031	1000

#JUMP WALK
1708	14040	100
1709	14041	100

#JUMP RUN
1710	14040	100
1711	14041	100

#ATTACK RIGHT & LEFT 
1712	14050	100	14033	100	14051	100
1713	14052	100	14033	100	14053	100

#FLY RIGHT & LEFT 
1714	14060	100	14061	100	14062	100
1715	14060	100	14061	100	14062	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100
